source_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_depth_km,source_magnitude,source_magnitude_type,strike,dip,rake,mechanism_type,solution_source,estimated_quality,zncc,preliminary_estimated_quality,polarity_validation,pred_usable_polarity_count,pred_polarity_match_ratio
9862071,2016-11-13T23:01:51.95Z,42.9473,13.082,8.5,3.2,ML,333,43,-102,normal,model_prediction,high,0.868297458,high,strong,8,0.75
10742131,2016-11-29T04:25:21.11Z,43.0113,13.069,7.9,3,ML,320,77,-83,normal,model_prediction,moderate,0.806249797,moderate,acceptable,12,0.666666667
10657771,2016-11-27T16:16:39.97Z,43.0098,13.0782,7.6,3.3,ML,86,60,-149,strike_slip,model_prediction,high,0.809705436,high,strong,11,0.818181818
12394941,2017-01-05T11:34:18.30Z,42.9633,13.0697,9.4,3.3,ML,202,64,-44,strike_slip,model_prediction,moderate,0.796973825,moderate,strong,10,0.9
6382251,2016-01-18T10:37:16.63Z,42.4983,13.3287,12.9,3.3,ML,299,50,-75,normal,model_prediction,high,0.870959401,high,strong,8,1
8510061,2016-10-14T04:09:20.31Z,42.6308,13.3132,8.7,3.3,ML,139,36,-99,normal,model_prediction,moderate,0.863323689,moderate,acceptable,8,0.75
10028411,2016-11-16T11:59:36.81Z,43.032,13.0963,7.9,3.1,ML,300,45,-159,strike_slip,model_prediction,moderate,0.797191799,moderate,strong,15,0.933333333
9729701,2016-11-12T03:54:59.67Z,43.0062,13.0718,8.1,3.1,ML,305,76,-129,normal,model_prediction,moderate,0.784774899,moderate,acceptable,10,0.6
8743411,2016-10-28T00:14:03.26Z,42.9598,13.0795,9.3,3.3,ML,186,12,-36,strike_slip,model_prediction,moderate,0.835517883,high,acceptable,10,0.6
7088871,2016-08-24T06:27:00.36Z,42.8047,13.1672,7.4,3.2,ML,210,21,-48,normal,model_prediction,high,0.838248193,high,strong,9,1
14880931,2017-04-20T04:15:32.55Z,42.7737,13.0658,10.3,3,ML,201,31,-36,strike_slip,model_prediction,moderate,0.839001775,moderate,acceptable,12,0.75
21307351,2018-12-29T23:52:48.89Z,41.8682,12.7802,9.8,3.2,ML,312,43,-97,normal,model_prediction,moderate,0.848988533,high,acceptable,10,0.6
12864121,2017-01-22T00:39:43.44Z,42.4763,13.2492,12.1,3.4,ML,315,43,-121,normal,model_prediction,high,0.85424161,high,strong,12,0.666666667
15697501,2017-06-04T02:59:20.26Z,42.7877,13.1568,9.6,3,ML,237,24,-153,strike_slip,model_prediction,moderate,0.812053263,high,acceptable,13,0.615384615
14949121,2017-04-24T00:48:46.92Z,42.4527,13.3277,11.1,2.9,ML,142,57,-96,normal,model_prediction,high,0.849593759,high,strong,9,0.777777778
8090071,2016-09-18T01:55:35.97Z,42.6743,13.2857,9.5,3.2,ML,80,47,-139,strike_slip,model_prediction,high,0.838787615,high,strong,8,0.75
23485211,2019-11-25T11:15:21.12Z,41.0637,14.7467,10.5,3.1,ML,286,79,165,strike_slip,model_prediction,moderate,0.839672923,moderate,strong,8,1
10262621,2016-11-20T11:52:19.23Z,42.942,13.1572,10.4,3.2,ML,174,24,-89,normal,model_prediction,high,0.853861928,high,strong,12,0.916666667
10655971,2016-11-27T15:41:07.73Z,43.0067,13.0773,8,3.1,ML,298,73,-108,normal,model_prediction,moderate,0.796738386,high,acceptable,11,0.727272727
11138771,2016-12-06T15:19:41.17Z,43.0073,13.0732,8,3,ML,157,30,-92,normal,model_prediction,moderate,0.78720963,moderate,strong,12,0.833333333
11228201,2016-12-08T08:32:40.83Z,42.8317,13.0312,9.1,3.4,ML,325,69,-93,normal,model_prediction,high,0.821658611,high,strong,9,0.888888889
7225751,2016-08-26T05:08:54.81Z,42.6178,13.2965,8.4,3.3,ML,162,37,-83,normal,model_prediction,high,0.843034625,high,strong,10,0.8
8978771,2016-10-31T15:55:27.75Z,42.9057,13.1423,9.3,3.3,ML,333,45,-78,normal,model_prediction,moderate,0.831470609,high,acceptable,11,0.818181818
12755441,2017-01-19T14:42:00.59Z,42.591,13.295,8.1,3.3,ML,331,33,-85,normal,model_prediction,moderate,0.873511076,high,acceptable,8,0.625
13738761,2017-02-21T09:29:30.19Z,42.6077,13.2282,10.4,3.2,ML,162,18,-71,normal,model_prediction,high,0.862066746,high,strong,10,0.9
22063261,2019-04-17T03:46:49.31Z,42.9103,12.6272,8.2,3.2,ML,134,57,-81,normal,model_prediction,high,0.858543992,high,strong,8,1
12708991,2017-01-18T14:01:09.07Z,42.6097,13.3095,7.7,3.8,ML,330,38,-84,normal,model_prediction,moderate,0.873344064,high,acceptable,10,0.6
10721761,2016-11-28T16:21:42.14Z,43.0158,13.0697,8.8,3.6,ML,204,41,-8,strike_slip,model_prediction,moderate,0.805805862,high,acceptable,12,0.666666667
9109821,2016-11-02T06:08:48.08Z,43.0333,13.0513,8.9,3.5,ML,357,77,-44,strike_slip,model_prediction,moderate,0.796377122,high,acceptable,10,0.6
9637351,2016-11-10T16:03:14.32Z,42.651,13.2063,10,3.3,ML,169,62,-58,normal,model_prediction,moderate,0.816069067,high,acceptable,11,0.727272727
19407171,2018-05-20T16:43:40.50Z,43.0715,13.0093,8,3,ML,192,63,-34,strike_slip,model_prediction,high,0.822113454,high,strong,12,0.916666667
20625441,2018-09-09T02:22:30.91Z,41.3172,14.6788,10.4,3,ML,157,20,-93,normal,model_prediction,moderate,0.876261353,moderate,acceptable,11,0.727272727
16074011,2017-06-27T07:23:19.58Z,42.8377,12.706,7.5,3.2,ML,146,36,-82,normal,model_prediction,high,0.854004145,high,strong,12,1
17331101,2017-10-14T02:02:18.50Z,42.8213,13.0755,8.9,3.2,ML,244,45,-128,normal,model_prediction,high,0.813561201,high,strong,11,0.818181818
8927111,2016-10-31T00:45:31.63Z,42.8028,13.0942,10.7,3.2,ML,242,33,-55,normal,model_prediction,high,0.830937028,high,strong,13,0.923076923
7524421,2016-09-01T09:40:29.42Z,42.8127,13.2392,9.7,3.1,ML,199,43,-54,normal,model_prediction,moderate,0.830934882,high,acceptable,11,0.727272727
15965551,2017-06-20T01:37:12.66Z,44.2038,11.5167,27.6,3.7,ML,291,40,86,thrust,model_prediction,moderate,0.803950548,high,acceptable,8,0.625
8934351,2016-10-31T02:49:41.51Z,43.0672,13.0597,7.8,3.6,ML,324,39,-103,normal,model_prediction,high,0.866339803,high,strong,10,1
6230041,2015-11-11T18:13:37.64Z,43.9107,12.5342,43.4,3.5,ML,333,90,89,thrust,model_prediction,high,0.843298197,high,strong,13,0.923076923
12719601,2017-01-18T18:03:47.55Z,42.5912,13.3113,8.5,3.3,ML,129,51,-89,normal,model_prediction,high,0.836419106,high,strong,12,0.916666667
18777191,2018-04-12T21:59:19.03Z,43.0533,13.0388,8.2,3.3,ML,339,42,-75,normal,model_prediction,moderate,0.8387326,high,acceptable,14,0.714285714
12405011,2017-01-05T22:13:27.79Z,43.0572,13.0577,7.6,3,ML,344,47,-28,strike_slip,model_prediction,moderate,0.784888864,moderate,acceptable,10,0.7
16702351,2017-08-13T15:43:39.43Z,42.7933,13.2348,13.8,3,ML,325,56,-94,normal,model_prediction,high,0.79233098,high,strong,11,0.909090909
13930881,2017-03-02T22:41:45.80Z,42.4982,13.293,12.7,2.9,ML,125,63,-93,normal,model_prediction,moderate,0.821896255,high,acceptable,11,0.545454545
6068821,2015-09-13T01:04:34.97Z,43.6047,11.2303,8.9,3.8,ML,337,41,-43,strike_slip,model_prediction,high,0.860021412,high,strong,12,0.916666667
12043621,2016-12-26T19:56:44.45Z,42.929,13.2037,9,3.5,ML,2,38,-3,strike_slip,model_prediction,high,0.791453362,high,strong,11,0.727272727
14169541,2017-03-14T15:57:13.10Z,42.9148,13.1483,8.5,3.5,ML,152,45,-90,normal,model_prediction,high,0.843976617,high,strong,16,0.8125
8401011,2016-10-07T07:46:06.50Z,42.8983,13.2423,7.8,3.2,ML,176,58,-83,normal,model_prediction,high,0.851304889,high,strong,10,0.8
9173051,2016-11-03T02:38:32.75Z,42.9683,13.1408,9.1,3.2,ML,329,40,-102,normal,model_prediction,high,0.850880742,high,strong,8,0.75
9238521,2016-11-04T00:17:32.06Z,42.8652,13.0787,9.2,3.2,ML,112,15,-101,normal,model_prediction,high,0.840320051,high,strong,8,0.75
18969331,2018-04-23T05:07:12.01Z,43.786,12.0277,8.4,3,ML,83,42,-141,strike_slip,model_prediction,high,0.846810579,high,strong,9,1
9161631,2016-11-02T22:57:03.14Z,42.7017,13.2197,9.3,3,ML,141,54,-93,normal,model_prediction,moderate,0.808538616,moderate,strong,14,0.785714286
774071,2012-05-20T03:02:47.09Z,44.8597,11.152,9.1,5,ML,282,57,96,thrust,model_prediction,moderate,0.786914945,moderate,strong,15,0.933333333
9919961,2016-11-14T19:49:52.12Z,42.9453,13.1527,10.5,3.9,ML,314,66,-129,normal,model_prediction,high,0.819497228,high,strong,16,0.875
11109121,2016-12-06T02:13:49.10Z,40.5508,15.8238,16.3,3.8,ML,317,54,-60,normal,model_prediction,high,0.863600969,high,strong,14,0.785714286
21247081,2018-12-21T17:50:45.20Z,43.5742,12.3357,8,3.5,ML,142,24,-69,normal,model_prediction,moderate,0.81688875,high,acceptable,13,0.692307692
9209331,2016-11-03T14:41:29.86Z,42.9937,13.0745,8.7,3.5,ML,333,60,-105,normal,model_prediction,high,0.837047219,high,strong,12,0.75
23485001,2019-11-25T10:27:32.85Z,41.0643,14.742,10.2,3.2,ML,287,85,178,strike_slip,model_prediction,high,0.831654608,high,strong,8,1
23133641,2019-09-22T01:28:40.01Z,42.8225,13.1958,9.6,3,ML,107,13,-140,strike_slip,model_prediction,moderate,0.850391328,moderate,strong,17,0.705882353
19578011,2018-06-02T03:13:00.27Z,42.7962,13.1127,8.7,2.9,ML,14,52,-115,normal,model_prediction,high,0.812880039,high,strong,15,0.8
9869761,2016-11-14T01:33:43.97Z,42.8587,13.1562,10.9,4.1,ML,156,26,-69,normal,model_prediction,high,0.8628093,high,strong,14,0.857142857
8675281,2016-10-26T21:24:51.71Z,42.8713,13.0742,9.7,3.7,ML,314,62,-112,normal,model_prediction,high,0.840314627,high,strong,9,1
8788161,2016-10-28T19:56:31.22Z,42.8617,13.1555,9.4,3.8,ML,9,60,-69,normal,model_prediction,high,0.838442445,high,strong,12,0.666666667
11689791,2016-12-17T23:54:11.86Z,42.926,13.1607,8.3,3.4,ML,98,58,-125,normal,model_prediction,high,0.816971719,high,strong,11,0.818181818
23606041,2019-12-16T08:53:59.47Z,41.0573,14.7397,10.7,3.4,ML,15,81,-3,strike_slip,model_prediction,high,0.837353945,high,strong,11,0.818181818
22428821,2019-06-10T13:17:09.78Z,42.6048,13.2723,10.6,3.1,ML,331,60,-84,normal,model_prediction,high,0.880495787,high,strong,11,0.909090909
15794691,2017-06-09T17:11:05.92Z,43.1283,11.014,9.4,3,ML,94,70,-132,normal,model_prediction,moderate,0.821433663,moderate,strong,15,1
16709121,2017-08-14T06:45:01.83Z,42.6107,13.2252,10.2,3,ML,325,76,-96,normal,model_prediction,high,0.854613125,high,strong,12,0.666666667
18616651,2018-04-05T08:44:19.52Z,43.0657,13.0298,8,3,ML,107,90,-176,strike_slip,model_prediction,moderate,0.795214772,high,acceptable,17,0.647058824
9257021,2016-11-04T06:13:11.71Z,42.7862,13.1402,10,3,ML,126,23,-96,normal,model_prediction,high,0.811548352,high,strong,11,0.727272727
10455881,2016-11-23T21:11:17.45Z,42.7137,13.2708,14.2,3.8,ML,179,20,-52,normal,model_prediction,high,0.843705654,high,strong,11,0.909090909
18675521,2018-04-10T03:46:15.50Z,43.0632,13.0448,8.1,3.5,ML,285,41,-97,normal,model_prediction,high,0.83214128,high,strong,12,0.833333333
8923981,2016-10-30T23:52:29.62Z,42.7768,13.1083,10.6,3.4,ML,348,0,90,thrust,model_prediction,moderate,0.852318048,high,acceptable,14,0.642857143
8926271,2016-10-31T00:30:30.94Z,42.7447,13.1153,11,3.4,ML,161,22,-54,normal,model_prediction,high,0.808526516,high,strong,13,0.769230769
16656171,2017-08-08T22:58:38.77Z,43.0588,13.3015,21.2,3.2,ML,314,89,27,strike_slip,model_prediction,high,0.804501593,high,strong,14,0.785714286
11212081,2016-12-08T00:58:54.73Z,43.0235,13.0373,8.4,3,ML,144,51,-96,normal,model_prediction,high,0.849320769,high,strong,8,0.875
4704171,2014-12-19T18:37:01.80Z,43.6097,11.2005,8.3,3.5,ML,100,40,-104,normal,model_prediction,high,0.866302967,high,strong,11,1
4687911,2014-12-19T00:09:05.91Z,43.6032,11.2295,9.2,3.3,ML,94,71,-149,strike_slip,model_prediction,high,0.829833329,high,strong,15,0.933333333
5808151,2015-07-21T23:07:25.09Z,44.0422,10.9682,56,3.1,ML,272,85,130,thrust,model_prediction,moderate,0.799681365,moderate,acceptable,10,0.6
8871711,2016-10-30T09:04:45.32Z,42.6932,13.2182,10.3,3.5,ML,335,41,-85,normal,model_prediction,moderate,0.814338565,moderate,acceptable,8,0.5
9111611,2016-11-02T06:41:13.02Z,42.79,13.1668,9.4,3.5,ML,345,32,-52,normal,model_prediction,high,0.805340409,high,strong,12,0.833333333
9787761,2016-11-12T23:55:36.45Z,42.8165,13.0963,10.7,3.1,ML,344,56,-96,normal,model_prediction,high,0.832005382,high,strong,11,0.636363636
21063921,2018-11-06T18:50:17.85Z,42.2727,12.8383,9.9,3.4,ML,7,36,-26,strike_slip,model_prediction,moderate,0.82531774,high,acceptable,15,0.666666667
8920001,2016-10-30T22:47:03.24Z,42.807,13.1902,10.2,3.4,ML,318,25,-141,strike_slip,model_prediction,high,0.834749162,high,strong,13,0.769230769
10740261,2016-11-29T03:35:34.32Z,42.7622,13.2433,12.6,3.6,ML,339,0,60,thrust,model_prediction,moderate,0.786045194,moderate,strong,16,0.75
6768331,2016-05-31T09:22:31.47Z,42.7342,11.8587,5.8,3.4,ML,157,56,-24,strike_slip,model_prediction,high,0.790462434,high,strong,11,0.909090909
